ID	Q1	Q3	RT	DP	CE	Compound name	Classes	Identification	SMILES	InChI	Library ID	keggID	Molecular formula	Observed mass (Da)	Exact mass (Da)	Accurate mass error (ppm)	Ionization model	Precursor ions (Q1)	Product ions (Q3)	Q4	Q5	Q6	Q7	Q8
mr673	206	178	6.1	60	30	Xanthurenic acid	Amino acid derivative	putative	O=C(O)c1cc(=O)c2cccc(O)c2[nH]1	InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)			C10H7NO4	205.169	205.0375	218.3	H+	206.0449	178	132	142	160	150.1	64.9
n01209	653.1	507.1	7.9	40	30	Tricin 7-O-glucuronic-O-rhamnoside	Flavonoid	putative	COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(C)C(OC5OC(C(=O)O)C(O)C(O)C5O)C(O)C4O)cc3o2)cc(OC)c1O	InChI=1S/C29H32O17/c1-9-25(45-29-23(36)20(33)21(34)26(46-29)27(38)39)22(35)24(37)28(42-9)43-11-6-12(30)18-13(31)8-14(44-15(18)7-11)10-4-16(40-2)19(32)17(5-10)41-3/h4-9,20-26,28-30,32-37H,1-3H3,(H,38,39)			C29H32O17	652.558	652.1639	109.1	H+	653.1	507.1	331	315			
mr1129	535.1	287	7.9	20	40	Luteolin 7-O-malonylhexoside	Flavonoid	putative	O=C(O)CC(=O)OCC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)c(O)c2)CC3=O)C(O)C(O)C1O	InChI=1S/C24H24O14/c25-11-2-1-9(3-12(11)26)15-6-14(28)20-13(27)4-10(5-16(20)37-15)36-24-23(34)22(33)21(32)17(38-24)8-35-19(31)7-18(29)30/h1-5,15,17,21-27,32-34H,6-8H2,(H,29,30)			C24H24O14	536.442	536.1166	3775	H+	535.1081	287	153.1	137			
S15-0450	515.3	353.3	12.4	60	10	3-(β-D-Galactopyranosyloxy)-2-hydroxypropyl (9Z,12Z,15Z)-9,12,15-octadecatrienoate	Other	putative	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COC1OC(CO)C(O)C(O)C1O	InChI=1S/C27H46O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(30)34-19-21(29)20-35-27-26(33)25(32)24(31)22(18-28)36-27/h3-4,6-7,9-10,21-22,24-29,31-33H,2,5,8,11-20H2,1H3	MS000014934		C27H46O9	514.656	514.3142	41.7	H+	515.3209	353.3	261.2	497.3	243.2	335.3	443.3
mr693	285.1	153	4.1	20	40	Xanthosine	Nucleic acid derivative	putative	O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)			C10H12N4O6	284.228	284.0757	60	H+	285.0826	153	133	57	136	85	115
mr355	333.1	137.1	1	20	40	2'-Deoxyinosine-5'-monophosphate	Nucleic acid derivative	putative	O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1	InChI=1S/C10H13N4O7P/c15-5-1-7(21-6(5)2-20-22(17,18)19)14-4-13-8-9(14)11-3-12-10(8)16/h3-7,15H,1-2H2,(H,11,12,16)(H2,17,18,19)			C10H13N4O7P	332.209	332.0522	122.1	H+	333.1	137.1	235				
mr690	269.1	137	4.2	10	60	Inosine	Nucleic acid derivative	standard	O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)			C10H12N4O5	268.229	268.0808	44.6	H+	269.088	137	119	105	110		
mr1437	433.1	271.1	6.5	80	30	Apigenin 5-O-glucoside	Flavonoid	standard	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c12	InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)30-15-6-11(24)5-14-17(15)12(25)7-13(29-14)9-1-3-10(23)4-2-9/h1-7,16,18-24,26-28H,8H2	MS000016205		C21H20O10	432.381	432.1056	29.7	H+	433.1126	271.1	153				
p1975	227.2	116.1	1.6	40	30	5-oxoprolylproline	Amino acid derivative	putative	O=C1CCNC1C(=O)N1CCCC1C(=O)O	InChI=1S/C10H14N2O4/c13-7-3-4-11-8(7)9(14)12-5-1-2-6(12)10(15)16/h6,8,11H,1-5H2,(H,15,16)			C10H14N2O4	226.232	226.0954	430.6								
p0502	148	120	4.8	40	30	1H-Isoindole-1,3(2H)-dione	Amino acid derivative	putative	O=C1NC(=O)c2ccccc21	InChI=1S/C8H5NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-4H,(H,9,10,11)	MS000010700		C8H5NO2	147.133	147.032	266.9								
wm0034	146.1	118.1	4.7	70	10	4-Indolecarbaldehyde	Phytohormone derivative	putative	O=Cc1cccc2[nH]ccc12	InChI=1S/C9H7NO/c11-6-7-2-1-3-9-8(7)4-5-10-9/h1-6,10H	MS000016158		C9H7NO	145.161	145.0528	275.4	H+	146.0601	118.1	91.1	128	72.1	97	55.1
n00148-1	359.2	197	5.9	10	20	3-Hydroxy-5-(4-hydroxypentyl)phenyl β-D-glucopyranoside	Other	putative	Cc1c(O)cccc1CCCC(O)OC1OC(CO)C(O)C(O)C1O	InChI=1S/C17H26O8/c1-9-10(4-2-6-11(9)19)5-3-7-13(20)25-17-16(23)15(22)14(21)12(8-18)24-17/h2,4,6,12-23H,3,5,7-8H2,1H3			C17H26O8	358.387	358.1628	83.6	H+	359.1705	197	179.1	85	107.1	133.1	135.1
mr1087	535.1	499.3	6.3	10	30	di-C,C-pentosyl-apigenin	Flavonoid	putative	O=c1cc(-c2ccc(O)cc2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OCC(O)C(O)C3O)c(O)c12	InChI=1S/C25H26O13/c26-9-3-1-8(2-4-9)13-5-10(27)14-19(32)15(24-21(34)17(30)11(28)6-36-24)20(33)16(23(14)38-13)25-22(35)18(31)12(29)7-37-25/h1-5,11-12,17-18,21-22,24-26,28-35H,6-7H2	MS000014990		C25H26O13	534.47	534.1373	83.4	H+	535.1438	499.3	481.3	433.4	381.5	349.7	
mr903	281.3	160.1	6.5	60	50	N-Benzoylserotonin	Phenolamide	standard	O=C(NCCc1c[nH]c2ccc(O)cc12)c1ccccc1	InChI=1S/C17H16N2O2/c20-14-6-7-16-15(10-14)13(11-19-16)8-9-18-17(21)12-4-2-1-3-5-12/h1-7,10-11,19-20H,8-9H2,(H,18,21)			C17H16N2O2	280.327	280.1212	612.4	H+	281.3	160.1	264	115.1	105	77.1	
mr698	307.1	147.1	4.4	60	40	N-p-Coumaroyltryptamine	Phenolamide	putative	O=C(C=Cc1ccc(O)cc1)NCCc1c[nH]c2ccccc12	InChI=1S/C19H18N2O2/c22-16-8-5-14(6-9-16)7-10-19(23)20-12-11-15-13-21-18-4-2-1-3-17(15)18/h1-10,13,21-22H,11-12H2,(H,20,23)	MS000053672		C19H18N2O2	306.365	306.1368	143.9	H+	307.1	147.1	91.1	144.2	119		
mr1220	595.3	449.1	6.7	40	20	Luteolin O-rutinoside	Flavonoid	standard	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)cc(O)c12	InChI=1S/C27H30O16/c28-7-17-20(33)22(35)24(37)26(42-17)39-8-18-21(34)23(36)25(38)27(43-18)40-10-4-13(31)19-14(32)6-15(41-16(19)5-10)9-1-2-11(29)12(30)3-9/h1-6,17-18,20-31,33-38H,7-8H2	MS000060201		C27H30O16	594.522	594.1585	225.9	H+	595.3	449.1	287.1	153.1			
mr1264	465.1	303.1	6.4	50	30	Quercetin 5-O-hexoside	Flavonoid	putative	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c12	InChI=1S/C21H20O12/c22-6-13-15(26)17(28)19(30)21(33-13)32-12-5-8(23)4-11-14(12)16(27)18(29)20(31-11)7-1-2-9(24)10(25)3-7/h1-5,13,15,17,19,21-26,28-30H,6H2	MS000086643		C21H20O12	464.379	464.0955	5.9	H+	465.1031	303	153	137	81		
mr1217	569.2	331	10.3	50	30	Tricin 4'-O-(β-acetylguaiacylglyceryl) ether	Flavonoid	putative	COc1cc(C(O)C(COC(C)=O)Oc2c(OC)cc(-c3cc(=O)c4c(O)cc(O)cc4o3)cc2OC)ccc1O	InChI=1S/C29H28O12/c1-14(30)39-13-26(28(35)15-5-6-18(32)22(7-15)36-2)41-29-24(37-3)8-16(9-25(29)38-4)21-12-20(34)27-19(33)10-17(31)11-23(27)40-21/h5-12,26,28,31-33,35H,13H2,1-4H3	MS000168477		C29H28O12	568.531	568.1581	61	H+	569.1648	331	314.9	178.9	271.1		
wm0006	357.3	339.3	15.6	10	20	2,3-Dihydroxypropyl 9-octadecadienoate	Lipid	putative	CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO	InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3	MS000001937		C21H40O4	356.547	356.2927	0.1	H+	357.3013	339.3	247.2	149.1	135.1		
S12-0954	332.1	180.1	1.6	40	30	(-)-Norepinephrine N-hexoside	Polyphenol	putative	OCC1OC(NCC(O)c2ccc(O)c(O)c2)C(O)C(O)C1O	InChI=1S/C14H21NO8/c16-5-10-11(20)12(21)13(22)14(23-10)15-4-9(19)6-1-2-7(17)8(18)3-6/h1-3,9-22H,4-5H2			C14H21NO8	331.321	331.1267	102.5	H+	332.1335	180.1	85	145	163.1	170.1	
p0678	242.1	91.1	5.7	40	30	Indole-3-acetaldehyde sodium bisulfite	Other	putative	O=S(=O)(O)C(O)Cc1c[nH]c2ccccc12	InChI=1S/C10H11NO4S/c12-10(16(13,14)15)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,10-12H,5H2,(H,13,14,15)	MS000015910		C10H11NO4S	241.268	241.0409	215.1								
p0652	213.2	70.1	1.3	40	30	Prolylproline	Other	putative	O=C(O)C1CCCN1C(=O)C1CCCN1	InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)	MS000015183		C10H16N2O3	212.249	212.1161	361.4								
p1940	266.2	86.1	1.1	40	30	1-deoxy-1-(Nu-gamma-aminobutyric acid)fructose	Sugar	putative	O=C(O)CCCNCC1(O)OCC(O)C(O)C1O	InChI=1S/C10H19NO7/c12-6-4-18-10(17,9(16)8(6)15)5-11-3-1-2-7(13)14/h6,8-9,11-12,15-17H,1-5H2,(H,13,14)	MS000137998		C10H19NO7	265.262	265.1162	288.7								
p1187	238.1	220.1	6.3	40	30	N-benzoylaspartic acid	Amino acid derivative	putative	O=C(O)CC(NC(=O)c1ccccc1)C(=O)O	InChI=1S/C11H11NO5/c13-9(14)6-8(11(16)17)12-10(15)7-4-2-1-3-5-7/h1-5,8H,6H2,(H,12,15)(H,13,14)(H,16,17)	MS000058580		C11H11NO5	237.211	237.0637	122.5								
p2558	223.1	120.1	4.3	40	30	erebusinone	Polyphenol	putative	CC(=O)NCCC(=O)c1cccc(O)c1N	InChI=1S/C11H14N2O3/c1-7(14)13-6-5-9(15)8-3-2-4-10(16)11(8)12/h2-4,16H,5-6,12H2,1H3,(H,13,14)	MS000215752		C11H14N2O3	222.244	222.1004	34.4								
p0408	282.2	150.1	1.3	40	30	N6-Me-Adenosine	Nucleic acid derivative	putative	CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O	InChI=1S/C11H15N5O4/c1-12-9-6-10(14-3-13-9)16(4-15-6)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11,17-19H,2H2,1H3,(H,12,13,14)	MS000007914		C11H15N5O4	281.272	281.1124	285.8								
p0194	210.2	121.1	1.7	40	30	N-[(1S)-2-Hydroxy-1-phenethyl)]ethoxycarboxamide	Other	putative	CCOC(O)=NC(CO)c1ccccc1	InChI=1S/C11H15NO3/c1-2-15-11(14)12-10(8-13)9-6-4-3-5-7-9/h3-7,10,13H,2,8H2,1H3,(H,12,14)	MS000002644		C11H15NO3	209.245	209.1052	418.7								
p2677	149.2	81.1	9.5	40	30	Pinene	Other	putative	CC1=CCC23C1CC2C3(C)C	InChI=1S/C11H16/c1-7-4-5-11-8(7)6-9(11)10(11,2)3/h4,8-9H,5-6H2,1-3H3	MS000232785		C11H16	148.249	148.1252	456								
p1514	231.1	86.2	4.2	40	30	1-carboxy-6-hydroxy-3,4-dihydro-beta-carboline	Amino acid derivative	putative	O=C(O)C1=NCCc2c1[nH]c1ccc(O)cc21	InChI=1S/C12H10N2O3/c15-6-1-2-9-8(5-6)7-3-4-13-11(12(16)17)10(7)14-9/h1-2,5,14-15H,3-4H2,(H,16,17)	MS000094920		C12H10N2O3	230.223	230.0691	102.8								
p2597	202.1	160.1	4.9	40	30	Ac-4-Hydroxymethylquinoline	Polyphenol	putative	CC(=O)OCc1ccnc2ccccc12	InChI=1S/C12H11NO2/c1-9(14)15-8-10-6-7-13-12-5-3-2-4-11(10)12/h2-7H,8H2,1H3	MS000221958		C12H11NO2	201.225	201.079	68.4								
p0471	239.1	207.1	9	40	30	3,4,5-Trimethoxycinnamic acid	Polyphenol	putative	COc1cc(C=CC(=O)O)cc(OC)c1OC	InChI=1S/C12H14O5/c1-15-9-6-8(4-5-11(13)14)7-10(16-2)12(9)17-3/h4-7H,1-3H3,(H,13,14)	MS000009509		C12H14O5	238.239	238.0841	36.3								
p1141	255.1	153.1	4.3	40	30	(3R,4R)-3,4-dihydro-4,8-dihydroxy-6,7-dimethoxy-3-methylisocoumarin|3,4-Dihydro-4,8-dihydroxy-6,7-dimethoxy-3-methyl-1H-2-benzopyran-1-one	Polyphenol	putative	COc1cc2c(c(O)c1OC)C(=O)OC(C)C2O	InChI=1S/C12H14O6/c1-5-9(13)6-4-7(16-2)11(17-3)10(14)8(6)12(15)18-5/h4-5,9,13-14H,1-3H3	MS000054155		C12H14O6	254.238	254.079	54.1								
p1699	238.2	179.2	4.2	40	30	3,4,5-trimethoxycinnamamide	Polyphenol	putative	COc1cc(C=CC(=N)O)cc(OC)c1OC	InChI=1S/C12H15NO4/c1-15-9-6-8(4-5-11(13)14)7-10(16-2)12(9)17-3/h4-7H,1-3H3,(H2,13,14)	MS000112996		C12H15NO4	237.255	237.1001	390.8								
p0048	253.2	120.1	4.2	40	30	Alanyltyrosine	Amino acid derivative	putative	CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	InChI=1S/C12H16N2O4/c1-7(13)11(16)14-10(12(17)18)6-8-2-4-9(15)5-3-8/h2-5,7,10,15H,6,13H2,1H3,(H,14,16)(H,17,18)	MS000000271		C12H16N2O4	252.27	252.111	324.3								
p2454	308.2	178.1	4.6	40	30	2-amino-6-[(5-amino-5-carboxy-2-hydroxypentyl)amino]-5-hydroxyhexanoic acid	Amino acid derivative	putative	NC(CCC(O)CNCC(O)CCC(N)C(=O)O)C(=O)O	InChI=1S/C12H25N3O6/c13-9(11(18)19)3-1-7(16)5-15-6-8(17)2-4-10(14)12(20)21/h7-10,15-17H,1-6,13-14H2,(H,18,19)(H,20,21)			C12H25N3O6	307.347	307.1743	60.1								
p2333	245.1	144.1	4.5	40	30	N-(3t-Indol-3-yl-acryloyl)-glycin|N-(3t-indol-3-yl-acryloyl)-glycine|trans-N-[3-(1H-indol-3-yl)acryloyl]glycine	Amino acid derivative	putative	O=C(O)CNC(=O)C=Cc1c[nH]c2ccccc12	InChI=1S/C13H12N2O3/c16-12(15-8-13(17)18)6-5-9-7-14-11-4-2-1-3-10(9)11/h1-7,14H,8H2,(H,15,16)(H,17,18)	MS000182179		C13H12N2O3	244.25	244.0848	32.6								
p2530	267.1	177.1	4.2	40	30	3-(2,3-dihydroxy-propyl)-8-hydroxy-6-methoxy-isochromen-1-one|diaportinol	Polyphenol	putative	COc1cc(O)c2c(=O)oc(CC(O)CO)cc2c1	InChI=1S/C13H14O6/c1-18-9-2-7-3-10(4-8(15)6-14)19-13(17)12(7)11(16)5-9/h2-3,5,8,14-16H,4,6H2,1H3	MS000212112		C13H14O6	266.249	266.079	51.7								
p1556	267.1	136.1	2.6	40	30	(+)-saminol	Other	putative	Oc1cc2c(cc1C1OCC3C(O)OCC13)OCO2	InChI=1S/C13H14O6/c14-9-2-11-10(18-5-19-11)1-6(9)12-7-3-17-13(15)8(7)4-16-12/h1-2,7-8,12-15H,3-5H2	MS000100146		C13H14O6	266.249	266.079	51.7								
p1901	218.1	147.1	4.2	40	30	bruceolline L	Phytohormone derivative	putative	CC(C)C(O)C(=O)c1c[nH]c2ccccc12	InChI=1S/C13H15NO2/c1-8(2)12(15)13(16)10-7-14-11-6-4-3-5-9(10)11/h3-8,12,14-15H,1-2H3	MS000133778		C13H15NO2	217.268	217.1103	80.8								
p1767	266.1	120.1	7	40	30	N-(2-Methoxycarbonyl-phenyl)-succinamidsaeure-methylester	Other	putative	COC(=O)CCC(=O)Nc1ccccc1C(=O)OC	InChI=1S/C13H15NO5/c1-18-12(16)8-7-11(15)14-10-6-4-3-5-9(10)13(17)19-2/h3-6H,7-8H2,1-2H3,(H,14,15)	MS000120122		C13H15NO5	265.265	265.095	8.5								
p0180	189.2	171.2	4.7	40	30	Cyclohexyl phenyl ketone	Other	putative	O=C(c1ccccc1)C1CCCCC1	InChI=1S/C13H16O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1,3-4,7-8,12H,2,5-6,9-10H2	MS000002248		C13H16O	188.27	188.1201	386.2								
p1350	241.2	93.1	7.9	40	30	ficuspirolide	Other	putative	CC(=O)C1CC2(OC(=O)CC2C)C(C)(C)CO1	InChI=1S/C13H20O4/c1-8-5-11(15)17-13(8)6-10(9(2)14)16-7-12(13,3)4/h8,10H,5-7H2,1-4H3	MS000077664		C13H20O4	240.299	240.1362	235.5								
p1489	227.2	71.1	10.9	40	30	3beta-3,11-Dihydroxy-5-megastigmen-9-one	Polyphenol	putative	CC(=O)CCC1=C(C)CC(O)CC1(C)CO	InChI=1S/C13H22O3/c1-9-6-11(16)7-13(3,8-14)12(9)5-4-10(2)15/h11,14,16H,4-8H2,1-3H3	MS000092672		C13H22O3	226.316	226.1569	158.5								
p2167	302.2	116.1	4.2	40	30	Val-Ser-Pro	Amino acid derivative	putative	CC(C)C(N)C(=O)NC(CO)C(=O)N1CCCC1C(=O)O	InChI=1S/C13H23N3O5/c1-7(2)10(14)11(18)15-8(6-17)12(19)16-5-3-4-9(16)13(20)21/h7-10,17H,3-6,14H2,1-2H3,(H,15,18)(H,20,21)	MS000160682		C13H23N3O5	301.343	301.1638	96.1								
p0463	213.2	69.1	12.8	40	30	Tridecalactone	Lipid	putative	CCCCCCCCC1CCCC(=O)O1	InChI=1S/C13H24O2/c1-2-3-4-5-6-7-9-12-10-8-11-13(14)15-12/h12H,2-11H2,1H3	MS000009341		C13H24O2	212.333	212.1776	71.4								
p1386	327.1	151.1	4.9	40	30	(E)-feruloyl tartaric acid	Polyphenol	putative	COc1cc(C=CC(=O)OC(C(=O)O)C(O)C(=O)O)ccc1O	InChI=1S/C14H14O9/c1-22-9-6-7(2-4-8(9)15)3-5-10(16)23-12(14(20)21)11(17)13(18)19/h2-6,11-12,15,17H,1H3,(H,18,19)(H,20,21)	MS000081504		C14H14O9	326.257	326.0638	88.8								
p1634	299.2	137.2	5.1	40	30	(2S,4S)-globoscinic acid	Polyphenol	putative	COC(CC(O)c1c(O)c(C)cc(C(C)=O)c1O)C(=O)O	InChI=1S/C14H18O7/c1-6-4-8(7(2)15)13(18)11(12(6)17)9(16)5-10(21-3)14(19)20/h4,9-10,16-18H,5H2,1-3H3,(H,19,20)	MS000107110		C14H18O7	298.291	298.1053	293.4								
p0656	265.2	72.2	4.7	40	30	Valylphenylalanine	Amino acid derivative	putative	CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)O	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	MS000015196		C14H20N2O3	264.325	264.1474	171.7								
p1937	317.2	86.2	4.2	40	30	marphenol D	Polyphenol	putative	COc1cc(C(O)C(C(=O)O)C(CO)CO)cc(O)c1OC	InChI=1S/C14H20O8/c1-21-10-4-7(3-9(17)13(10)22-2)12(18)11(14(19)20)8(5-15)6-16/h3-4,8,11-12,15-18H,5-6H2,1-2H3,(H,19,20)	MS000137695		C14H20O8	316.306	316.1158	243.4								
p2632	284.2	225.1	4.2	40	30	peltigerine	Polyphenol	putative	COc1cc(CCC(C(=O)O)N(C)C)cc(OC)c1O	InChI=1S/C14H21NO5/c1-15(2)10(14(17)18)6-5-9-7-11(19-3)13(16)12(8-9)20-4/h7-8,10,16H,5-6H2,1-4H3,(H,17,18)	MS000226864		C14H21NO5	283.324	283.142	179.2								
p2541	223.2	93.1	7.9	40	30	3-methyl-6-(1-methylethylidene)-2-(3-oxobutyl)cyclohexanone|5-Nor-4,5-seco-7(11)-amorphene-4,6-dione	Other	putative	CC(=O)CCC1C(=O)C(=C(C)C)CCC1C	InChI=1S/C14H22O2/c1-9(2)12-7-5-10(3)13(14(12)16)8-6-11(4)15/h10,13H,5-8H2,1-4H3	MS000212877		C14H22O2	222.328	222.162	138.4								
p2194	316.2	70.1	4.2	40	30	Leu-Ser-Pro	Amino acid derivative	putative	CC(C)CC(N)C(=O)NC(CO)C(=O)N1CCCC1C(=O)O	InChI=1S/C14H25N3O5/c1-8(2)6-9(15)12(19)16-10(7-18)13(20)17-5-3-4-11(17)14(21)22/h8-11,18H,3-7,15H2,1-2H3,(H,16,19)(H,21,22)	MS000163519		C14H25N3O5	315.37	315.1794	42.4								
p1266	332.2	173.1	4.3	40	30	aminodipoyl-alanyl-valine	Amino acid derivative	putative	CC(NC(=O)CCCC(N)C(=O)O)C(=O)NC(C(=O)O)C(C)C	InChI=1S/C14H25N3O6/c1-7(2)11(14(22)23)17-12(19)8(3)16-10(18)6-4-5-9(15)13(20)21/h7-9,11H,4-6,15H2,1-3H3,(H,16,18)(H,17,19)(H,20,21)(H,22,23)	MS000067542		C14H25N3O6	331.369	331.1743	55.7								
p1192	368.2	86.2	2.5	40	30	beta-D-GlcpNAc-(1-3)-L-Rha	Sugar	putative	CC(=O)NC1C(OC2C(C)OC(O)C(O)C2O)OC(CO)C(O)C1O	InChI=1S/C14H25NO10/c1-4-12(10(20)11(21)13(22)23-4)25-14-7(15-5(2)17)9(19)8(18)6(3-16)24-14/h4,6-14,16,18-22H,3H2,1-2H3,(H,15,17)	MS000059249		C14H25NO10	367.351	367.1478	122.4								
p2610	400.2	76.1	1.3	40	30	beta-D-fructofuranosyl-(2->1)-alpha-D-[2-O-glycyl]glucopyranoside	Sugar	putative	NCC(=O)OC1C(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C1O	InChI=1S/C14H25NO12/c15-1-7(19)25-11-10(22)8(20)5(2-16)24-13(11)27-14(4-18)12(23)9(21)6(3-17)26-14/h5-6,8-13,16-18,20-23H,1-4,15H2	MS000223353		C14H25NO12	399.349	399.1377	137.9								
p1125	261.2	189.1	10.3	40	30	5-Hydroxy-7-methoxy-8-isopentenyl-cumarin|Sibiricol	Polyphenol	putative	COc1cc(O)c2ccc(=O)oc2c1CC=C(C)C	InChI=1S/C15H16O4/c1-9(2)4-5-11-13(18-3)8-12(16)10-6-7-14(17)19-15(10)11/h4,6-8,16H,5H2,1-3H3	MS000052547		C15H16O4	260.289	260.1049	337.7								
p2381	278.2	148.1	4.5	40	30	1H-indole-3-carboxylic acid, 1-(2,3-dihydroxy-1,1-dimethylpropyl) methyl ester|methyl 1-[(2S)-2,3-dihydroxy-1,1-dimethylpropyl]-1H-indole-3-carboxylate	Phytohormone derivative	putative	COC(=O)c1cn(C(C)(C)C(O)CO)c2ccccc12	InChI=1S/C15H19NO4/c1-15(2,13(18)9-17)16-8-11(14(19)20-3)10-6-4-5-7-12(10)16/h4-8,13,17-18H,9H2,1-3H3	MS000188225		C15H19NO4	277.32	277.1314	221.4								
p0628	358.2	110.1	4.1	40	30	HMBOA + O-Hex	Amino acid derivative	putative	COc1ccc2c(c1)OC(OC1OC(CO)C(O)C(O)C1O)C(=O)N2	InChI=1S/C15H19NO9/c1-22-6-2-3-7-8(4-6)23-15(13(21)16-7)25-14-12(20)11(19)10(18)9(5-17)24-14/h2-4,9-12,14-15,17-20H,5H2,1H3,(H,16,21)	MS000015026		C15H19NO9	357.315	357.106	242.9								
p0396	324.2	120.2	4.4	40	30	Phe-Ala-Ser	Amino acid derivative	putative	CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CO)C(=O)O	InChI=1S/C15H21N3O5/c1-9(13(20)18-12(8-19)15(22)23)17-14(21)11(16)7-10-5-3-2-4-6-10/h2-6,9,11-12,19H,7-8,16H2,1H3,(H,17,21)(H,18,20)(H,22,23)	MS000007713		C15H21N3O5	323.349	323.1481	138.2								
p1319	311.2	207.1	4.3	40	30	1-deoxy-1-[(S)-2-(3-pyridyl)-1-pyrrolidinyl]-beta-D-fructopyranose	Other	putative	OC1COC(O)(CN2CCCC2c2cccnc2)C(O)C1O	InChI=1S/C15H22N2O5/c18-12-8-22-15(21,14(20)13(12)19)9-17-6-2-4-11(17)10-3-1-5-16-7-10/h1,3,5,7,11-14,18-21H,2,4,6,8-9H2	MS000074429		C15H22N2O5	310.35	310.1529	128.5								
p2289	347.1	185.1	5.4	40	30	di-O-methylcrenatin	Polyphenol	putative	COc1cc(CO)cc(OC)c1OC1OC(CO)C(O)C(O)C1O	InChI=1S/C15H22O9/c1-21-8-3-7(5-16)4-9(22-2)14(8)24-15-13(20)12(19)11(18)10(6-17)23-15/h3-4,10-13,15-20H,5-6H2,1-2H3	MS000177521		C15H22O9	346.332	346.1264	97.2								
p2350	237.3	95.2	11.6	40	30	Carissone	Other	putative	CC1=C2CC(C(C)(C)O)CCC2(C)CCC1=O	InChI=1S/C15H24O2/c1-10-12-9-11(14(2,3)17)5-7-15(12,4)8-6-13(10)16/h11,17H,5-9H2,1-4H3	MS000184251		C15H24O2	236.355	236.1776	487.6								
p1582	269.2	177.1	6.6	40	30	Bisacurone epoxide	Other	putative	CC(C)=CC(=O)CC(C)C1CC(O)C(C)(O)C2OC12	InChI=1S/C15H24O4/c1-8(2)5-10(16)6-9(3)11-7-12(17)15(4,18)14-13(11)19-14/h5,9,11-14,17-18H,6-7H2,1-4H3	MS000102238		C15H24O4	268.353	268.1675	94.2								
p2068	333.2	188.2	4.5	40	30	(6E)-6-[(2R)-2-(beta-D-glucopyranosyloxy)cyclopropylidene]hexanoic acid	Lipid	putative	O=C(O)CCCCC=C1CC1OC1OC(CO)C(O)C(O)C1O	InChI=1S/C15H24O8/c16-7-10-12(19)13(20)14(21)15(23-10)22-9-6-8(9)4-2-1-3-5-11(17)18/h4,9-10,12-16,19-21H,1-3,5-7H2,(H,17,18)	MS000149962		C15H24O8	332.349	332.1471	137.4								
